price,price_per_meter,elevator,parking,storage,location_encoded,floor_number,area
8100000000,135000000,1.0,1.0,1.0,97,3.0,60.0
3500000000,58333000,1.0,0.0,1.0,12,5.0,60.0
13600000000,108800000,1.0,1.0,1.0,97,4.0,125.0
2520000000,45000000,0.0,1.0,1.0,238,4.0,56.0
7480000000,85977000,1.0,1.0,0.0,137,6.0,87.0
3850000000,51333000,1.0,1.0,1.0,234,5.0,75.0
7650000000,112500000,0.0,1.0,1.0,97,1.0,68.0
6000000000,64516000,0.0,0.0,1.0,30,1.0,93.0
5920000000,80000000,1.0,1.0,1.0,206,1.0,74.0
12900000000,150000000,1.0,1.0,1.0,47,2.0,86.0
7000000000,82352000,1.0,0.0,0.0,206,5.0,85.0
21000000000,179487000,1.0,1.0,1.0,47,3.0,117.0
15400000000,140000000,1.0,1.0,0.0,295,5.0,110.0
4800000000,57831000,0.0,0.0,1.0,110,4.0,83.0
90000000000,360000000,1.0,1.0,1.0,244,5.0,250.0
23900000000,142261000,1.0,1.0,1.0,63,2.0,168.0
19000000000,132867000,1.0,1.0,1.0,172,2.0,143.0
23000000000,287500000,1.0,1.0,1.0,130,5.0,80.0
25500000000,212500000,1.0,1.0,1.0,78,2.0,120.0
7800000000,80412000,1.0,0.0,1.0,156,3.0,97.0
24000000000,142857000,1.0,1.0,1.0,63,2.0,168.0
18000000000,193548000,1.0,1.0,1.0,78,16.0,93.0
14000000000,86419000,1.0,1.0,0.0,137,6.0,162.0
2580000000,64500000,1.0,1.0,1.0,17,11.0,40.0
100000000000,338983000,1.0,1.0,1.0,77,7.0,295.0
25000000000,192307000,1.0,1.0,1.0,78,3.0,130.0
3390000000,65192000,1.0,1.0,1.0,27,3.0,52.0
31850000000,227500000,1.0,1.0,1.0,53,4.0,140.0
10750000000,76785000,1.0,1.0,1.0,241,5.0,140.0
25000000000,179856000,1.0,1.0,1.0,77,4.0,139.0
6500000000,76470000,0.0,1.0,1.0,109,2.0,85.0
3400000000,55737000,1.0,1.0,1.0,4,1.0,61.0
13700000000,105384000,1.0,1.0,1.0,1,4.0,130.0
3300000000,61111000,0.0,1.0,1.0,255,3.0,54.0
8840000000,85000000,1.0,1.0,0.0,137,1.0,104.0
5400000000,103846000,0.0,0.0,1.0,100,1.0,52.0
13300000000,102307000,1.0,1.0,1.0,63,7.0,130.0
16500000000,110738000,0.0,0.0,1.0,62,2.0,149.0
23000000000,153333000,1.0,1.0,1.0,20,3.0,150.0
8480000000,154181000,1.0,1.0,1.0,1,5.0,55.0
8953000000,104104000,1.0,1.0,1.0,19,0.0,86.0
45000000000,214285000,1.0,1.0,1.0,138,3.0,210.0
3300000000,56896000,0.0,0.0,0.0,253,2.0,58.0
1420000000,33023000,1.0,1.0,1.0,4,3.0,43.0
42000000000,227027000,1.0,1.0,1.0,70,5.0,185.0
6120000000,72000000,1.0,0.0,1.0,117,4.0,85.0
24500000000,204166000,1.0,1.0,1.0,42,1.0,120.0
20000000000,166666000,1.0,1.0,1.0,8,5.0,120.0
2100000000,45652000,0.0,0.0,1.0,262,3.0,46.0
4200000000,76363000,0.0,1.0,1.0,58,4.0,55.0
13200000000,110000000,1.0,1.0,1.0,224,4.0,120.0
83000000000,237142000,1.0,1.0,1.0,67,1.0,350.0
9500000000,126666000,1.0,1.0,0.0,47,5.0,75.0
6700000000,111666000,0.0,1.0,0.0,20,4.0,60.0
5400000000,98181000,1.0,0.0,1.0,48,1.0,55.0
12900000000,129000000,1.0,1.0,1.0,8,4.0,100.0
23200000000,134883000,1.0,1.0,1.0,63,2.0,172.0
8350000000,79523000,1.0,1.0,1.0,11,5.0,105.0
12800000000,86486000,1.0,1.0,1.0,236,2.0,148.0
3650000000,67592000,0.0,0.0,1.0,134,4.0,54.0
2200000000,55000000,0.0,0.0,1.0,236,3.0,40.0
9950000000,122839000,1.0,1.0,1.0,88,6.0,81.0
1800000000,45000000,0.0,0.0,1.0,66,0.0,40.0
15350000000,137053000,1.0,1.0,1.0,20,1.0,112.0
6100000000,101666000,1.0,1.0,1.0,38,5.0,60.0
89000000000,306896000,1.0,1.0,1.0,37,6.0,290.0
30000000000,200000000,1.0,1.0,1.0,33,4.0,150.0
12750000000,130102000,1.0,1.0,1.0,8,4.0,98.0
8100000000,112500000,1.0,1.0,1.0,145,5.0,72.0
3200000000,61538000,1.0,1.0,0.0,59,4.0,52.0
3700000000,51388000,0.0,0.0,1.0,66,3.0,72.0
9000000000,123287000,1.0,1.0,1.0,5,4.0,73.0
1080000000,15882000,0.0,0.0,0.0,322,0.0,68.0
16900000000,135200000,1.0,1.0,1.0,172,2.0,125.0
21850000000,230000000,1.0,1.0,1.0,78,2.0,95.0
36500000000,251724000,1.0,1.0,1.0,279,2.0,145.0
9600000000,150000000,1.0,1.0,1.0,64,3.0,64.0
39000000000,325000000,1.0,1.0,1.0,135,2.0,120.0
5100000000,68000000,1.0,0.0,0.0,262,1.0,75.0
3550000000,54615000,1.0,1.0,1.0,210,2.0,65.0
48000000000,192000000,1.0,1.0,1.0,138,3.0,250.0
23500000000,213636000,1.0,1.0,1.0,138,4.0,110.0
23000000000,219047000,1.0,1.0,1.0,138,4.0,105.0
18500000000,185000000,1.0,1.0,1.0,74,2.0,100.0
5100000000,85000000,1.0,1.0,1.0,101,4.0,60.0
4400000000,65671000,1.0,0.0,0.0,289,2.0,67.0
11800000000,131111000,1.0,1.0,1.0,19,3.0,90.0
480000000,4800000,1.0,1.0,1.0,202,2.0,100.0
552500000,6500000,1.0,1.0,1.0,41,9.0,85.0
2700000000,27000000,1.0,1.0,1.0,11,7.0,100.0
49000000000,337931000,1.0,1.0,1.0,78,6.0,145.0
12970000000,149080000,1.0,1.0,1.0,20,1.0,87.0
110000000000,349206000,1.0,1.0,1.0,33,7.0,315.0
490000000,4666000,1.0,1.0,1.0,94,3.0,105.0
11000000000,146666000,1.0,1.0,1.0,36,1.0,75.0
12500000000,121359000,1.0,1.0,1.0,169,2.0,103.0
21900000000,130357000,1.0,1.0,1.0,8,1.0,168.0
12700000000000,119811320000,1.0,1.0,1.0,199,4.0,106.0
20200000000,144285000,1.0,1.0,1.0,19,4.0,140.0
1450000000,33720000,0.0,1.0,1.0,4,3.0,43.0
5350000000,89166000,1.0,1.0,0.0,206,5.0,60.0
2200000000,31428000,1.0,1.0,1.0,3,4.0,70.0
3835000000,59000000,0.0,1.0,1.0,115,3.0,64.0
10820000000,144266000,1.0,1.0,1.0,19,3.0,75.0
11700000000,106363000,1.0,1.0,1.0,231,0.0,110.0
500000000,4761000,1.0,1.0,1.0,58,1.0,105.0
3300000000,55000000,0.0,1.0,1.0,3,2.0,60.0
12300000000,129473000,1.0,1.0,1.0,26,3.0,95.0
9890000000,112386000,1.0,1.0,1.0,8,3.0,88.0
7600000000,131034000,1.0,1.0,1.0,8,3.0,58.0
4700000000,45192000,0.0,1.0,0.0,238,3.0,104.0
25970000000,245000000,1.0,1.0,1.0,20,1.0,106.0
6853000000,89000000,1.0,0.0,1.0,102,1.0,76.0
12500000000,111607000,1.0,1.0,1.0,222,4.0,112.0
6800000000,97142000,0.0,1.0,1.0,204,2.0,70.0
5500000000,105769000,0.0,0.0,0.0,174,0.0,52.0
6300000000,95454000,1.0,1.0,1.0,38,2.0,66.0
490000000,4900000,1.0,1.0,1.0,238,2.0,100.0
11500000000,121052000,1.0,1.0,1.0,1,2.0,95.0
11200000000,81751000,1.0,1.0,1.0,182,3.0,136.0
1950000000,48750000,0.0,1.0,0.0,231,-1.0,40.0
3650000000,77659000,0.0,1.0,1.0,30,3.0,47.0
7430000000,87411000,1.0,1.0,0.0,160,3.0,85.0
25000000000,219298000,1.0,1.0,1.0,70,4.0,114.0
5300000000,50000000,1.0,1.0,1.0,11,23.0,106.0
2080000000,39245000,0.0,0.0,1.0,233,2.0,53.0
1990000000,40612000,1.0,1.0,1.0,3,3.0,49.0
9100000000,146774000,1.0,1.0,1.0,19,5.0,62.0
2400000000,40000000,1.0,1.0,1.0,3,3.0,60.0
55000000000,220000000,1.0,1.0,1.0,135,3.0,250.0
4600000000,95833000,0.0,1.0,1.0,12,2.0,48.0
20100000000,138620000,1.0,1.0,1.0,192,10.0,145.0
11700000000,99152000,1.0,1.0,1.0,189,3.0,118.0
18100000000,153389000,1.0,1.0,1.0,6,3.0,118.0
5700000000,61956000,1.0,1.0,0.0,152,5.0,92.0
2650000000,35333000,0.0,1.0,1.0,3,1.0,75.0
23500000000,134285000,1.0,1.0,1.0,20,1.0,175.0
2800000000,35000000,1.0,1.0,1.0,3,3.0,80.0
8600000000,110256000,1.0,1.0,1.0,19,4.0,78.0
7200000000,90000000,1.0,1.0,1.0,141,6.0,80.0
47300000000,220000000,1.0,1.0,1.0,36,4.0,215.0
41650000000,225135000,1.0,1.0,1.0,36,5.0,185.0
8800000000,131343000,1.0,1.0,1.0,151,3.0,67.0
3150000000,46323000,1.0,1.0,1.0,4,3.0,68.0
11500000000,104545000,0.0,1.0,1.0,290,1.0,110.0
13500000000,128571000,1.0,1.0,1.0,279,6.0,105.0
21000000000,182608000,1.0,1.0,1.0,37,1.0,115.0
9000000000,128571000,1.0,1.0,1.0,143,2.0,70.0
38000000000,292307000,1.0,1.0,1.0,46,5.0,180.0
10300000000,119767000,1.0,1.0,1.0,153,1.0,86.0
3500000000,77777000,1.0,0.0,1.0,254,0.0,45.0
10600000,100000,1.0,1.0,1.0,26,4.0,106.0
10800000000,154285000,1.0,1.0,1.0,8,2.0,70.0
5700000000,78082000,1.0,1.0,1.0,27,3.0,73.0
1000000000,14285000,1.0,1.0,1.0,11,8.0,70.0
495000000,4714000,1.0,1.0,1.0,238,3.0,105.0
110000000000,314285000,1.0,1.0,1.0,37,2.0,350.0
14550000000,107777000,1.0,1.0,1.0,64,3.0,135.0
2700000000,38571000,1.0,1.0,1.0,3,2.0,70.0
12150000000,121500000,1.0,1.0,1.0,64,2.0,100.0
52700000000,310000000,1.0,1.0,1.0,78,5.0,170.0
4500000000,70312000,0.0,0.0,1.0,92,4.0,64.0
4896000000,68000000,1.0,0.0,1.0,115,4.0,72.0
20000000000,166666000,1.0,1.0,1.0,33,3.0,120.0
3250000000,48507000,1.0,0.0,1.0,269,2.0,67.0
7800000000,93975000,1.0,1.0,1.0,137,4.0,83.0
480000000,4800000,1.0,1.0,1.0,326,2.0,100.0
16700000000,245588000,1.0,1.0,1.0,31,3.0,68.0
510000000,4434000,1.0,1.0,1.0,182,2.0,115.0
20000000000,206185000,1.0,1.0,1.0,125,4.0,97.0
13500000000,103846000,1.0,1.0,1.0,179,3.0,130.0
2080000000,22365000,0.0,0.0,0.0,281,1.0,93.0
850000000,9444000,1.0,1.0,1.0,17,15.0,75.0
505000000,5315000,1.0,1.0,1.0,238,5.0,95.0
470000000,5222000,1.0,1.0,1.0,212,7.0,90.0
480000000,4444000,1.0,1.0,1.0,60,4.0,108.0
6750000000,75000000,1.0,1.0,1.0,157,4.0,90.0
36500000000,214705000,1.0,1.0,1.0,35,3.0,170.0
15900000000,159000000,1.0,1.0,1.0,153,3.0,100.0
1650000000,33000000,0.0,1.0,1.0,3,2.0,50.0
6000000000,103448000,0.0,0.0,1.0,1,1.0,58.0
2000000000,55555000,0.0,0.0,1.0,195,2.0,36.0
1000000000,18867000,0.0,0.0,0.0,294,4.0,53.0
6630000000,85000000,1.0,1.0,1.0,259,4.0,78.0
12350000000,95000000,1.0,1.0,1.0,188,9.0,130.0
3500000000,57377000,0.0,0.0,0.0,94,1.0,61.0
17000000000,154545000,1.0,1.0,1.0,165,3.0,110.0
30800000000,220000000,1.0,1.0,1.0,138,2.0,140.0
32000000000,193939000,1.0,1.0,1.0,49,3.0,165.0
3450000000,44230000,1.0,1.0,1.0,3,2.0,78.0
1365000000,21000000,1.0,0.0,0.0,313,4.0,65.0
33000000000,227586000,1.0,1.0,1.0,35,4.0,145.0
4080000000,65806000,0.0,0.0,0.0,39,1.0,62.0
12450000000,95038000,1.0,1.0,1.0,63,1.0,131.0
17000000000,141666000,1.0,1.0,1.0,6,3.0,120.0
3800000000,51351000,1.0,1.0,1.0,255,4.0,74.0
2800000000,56000000,1.0,1.0,1.0,11,5.0,50.0
6300000000,105000000,1.0,1.0,1.0,128,2.0,60.0
4332000000,38000000,1.0,1.0,1.0,63,8.0,114.0
5390000000,70000000,1.0,1.0,1.0,10,2.0,77.0
3990000000,38000000,1.0,1.0,1.0,63,6.0,105.0
30000000000,173410000,1.0,1.0,1.0,18,5.0,173.0
28000000000,175000000,0.0,1.0,1.0,18,1.0,160.0
10000000000,90090000,0.0,1.0,1.0,19,3.0,111.0
2350000000,37301000,0.0,0.0,1.0,66,4.0,63.0
4387000000,67492000,1.0,1.0,1.0,115,5.0,65.0
3500000000,58333000,0.0,0.0,1.0,129,4.0,60.0
14990000000,166555000,1.0,1.0,1.0,31,4.0,90.0
85000000000,346938000,1.0,1.0,1.0,46,2.0,245.0
92800000000,320000000,1.0,1.0,1.0,33,5.0,290.0
81000000000,270000000,1.0,1.0,1.0,46,5.0,300.0
3800000000,84444000,1.0,0.0,1.0,176,1.0,45.0
30000000000,200000000,1.0,1.0,1.0,9,4.0,150.0
16000000000,188235000,1.0,1.0,1.0,49,3.0,85.0
13800000000,145263000,1.0,1.0,1.0,113,4.0,95.0
80000000000,400000000,1.0,1.0,1.0,33,5.0,200.0
5600000000,74666000,1.0,1.0,0.0,39,2.0,75.0
19000000000,175925000,1.0,1.0,1.0,25,6.0,108.0
1350000000,13235000,1.0,1.0,1.0,11,8.0,100.0
13100000000,140860000,1.0,1.0,1.0,6,6.0,93.0
5300000000,85483000,0.0,0.0,1.0,43,3.0,62.0
600000000,12000000,0.0,0.0,1.0,10,4.0,50.0
4500000000,64285000,0.0,0.0,0.0,282,1.0,70.0
140000000000,409356000,1.0,1.0,1.0,78,7.0,342.0
26500000000,165625000,1.0,1.0,1.0,25,3.0,160.0
800000000,8000000,1.0,1.0,1.0,17,12.0,100.0
9685000000,121062000,1.0,1.0,1.0,113,2.0,70.0
5400000000,80597000,0.0,1.0,1.0,157,0.0,67.0
19000000000,165217000,1.0,1.0,1.0,85,4.0,115.0
20000000000,100000000,1.0,1.0,0.0,182,5.0,200.0
2950000000,50862000,1.0,0.0,0.0,126,2.0,58.0
21900000000,132727000,1.0,1.0,1.0,19,5.0,165.0
10000000,76000,1.0,1.0,1.0,188,1.0,130.0
10000000000,142857000,0.0,1.0,1.0,20,1.0,70.0
47200000000,295000000,1.0,1.0,1.0,85,4.0,160.0
17200000000,122857000,1.0,1.0,1.0,163,4.0,140.0
5100000000,59302000,1.0,1.0,1.0,55,2.0,86.0
21450000000,147931000,1.0,1.0,1.0,85,1.0,191.0
33000000000,167512000,1.0,1.0,1.0,85,5.0,197.0
40000000000,266666000,1.0,1.0,1.0,130,5.0,150.0
12900000000,129000000,1.0,1.0,1.0,225,2.0,100.0
22000000000,200000000,1.0,1.0,1.0,130,2.0,110.0
2450000000,36029000,1.0,1.0,1.0,4,1.0,68.0
8600000000,86000000,1.0,1.0,1.0,17,7.0,100.0
10600000000,108163000,1.0,1.0,1.0,100,3.0,98.0
8200000000,78095000,1.0,1.0,1.0,17,5.0,105.0
7350000000,100684000,1.0,1.0,1.0,200,1.0,73.0
20880000000,174000000,1.0,1.0,1.0,125,2.0,120.0
10300000000,153731000,1.0,0.0,0.0,2,2.0,67.0
3200000000,55172000,1.0,1.0,1.0,3,3.0,58.0
10000000000,153846000,1.0,1.0,0.0,138,4.0,65.0
4400000000,75862000,0.0,1.0,1.0,22,3.0,58.0
116000000000,290000000,1.0,1.0,1.0,42,7.0,400.0
1350000000,25471000,0.0,1.0,1.0,4,2.0,53.0
18500000000,154166000,1.0,1.0,1.0,35,7.0,120.0
2350000000,44339000,1.0,1.0,1.0,26,3.0,53.0
22000000000,176000000,1.0,1.0,1.0,31,2.0,125.0
15500000000,110714000,1.0,1.0,1.0,12,6.0,140.0
3000000000,54545000,1.0,1.0,1.0,3,2.0,55.0
40000000000,200000000,1.0,1.0,1.0,37,5.0,200.0
60000000000,250000000,1.0,1.0,1.0,42,9.0,240.0
9700000000,108988000,1.0,1.0,1.0,3,5.0,89.0
25500000000,173469000,1.0,1.0,1.0,78,1.0,147.0
7600000000,161702000,1.0,1.0,1.0,20,3.0,47.0
1950000000,28676000,1.0,1.0,1.0,4,3.0,68.0
65000000000,191176000,0.0,1.0,1.0,305,0.0,260.0
23200000000,134883000,1.0,1.0,1.0,134,4.0,172.0
29150000000,265000000,1.0,1.0,1.0,31,3.0,110.0
3700000000,56923000,1.0,1.0,1.0,4,3.0,65.0
21500000000,172000000,1.0,1.0,1.0,46,2.0,130.0
16400000000,131200000,1.0,1.0,1.0,20,4.0,125.0
1800000000,15000000,1.0,1.0,1.0,11,15.0,120.0
21870000000,174960000,1.0,1.0,1.0,20,1.0,125.0
12000000000,137931000,1.0,1.0,1.0,89,5.0,87.0
88500000000,300000000,1.0,1.0,1.0,33,2.0,295.0
14000000000,127272000,1.0,1.0,1.0,35,0.0,110.0
8100000000,93103000,1.0,1.0,1.0,80,1.0,87.0
11120000000,129302000,1.0,1.0,1.0,63,3.0,86.0
24100000000,178518000,1.0,1.0,1.0,35,5.0,135.0
19000000000,141791000,1.0,1.0,0.0,68,5.0,134.0
12500000000,113636000,1.0,1.0,1.0,20,4.0,110.0
5740000000,41000000,1.0,1.0,1.0,17,6.0,140.0
22000000000,162962000,1.0,1.0,1.0,123,2.0,135.0
2255000000,41000000,1.0,1.0,1.0,17,5.0,55.0
7500000000,108695000,1.0,1.0,1.0,134,3.0,69.0
33600000000,210000000,1.0,1.0,1.0,125,2.0,160.0
19650000000,105080000,1.0,1.0,1.0,169,4.0,187.0
15700000000,123622000,1.0,1.0,1.0,70,3.0,127.0
2100000000,15000000,1.0,1.0,1.0,17,15.0,140.0
6100000000,101666000,1.0,1.0,1.0,231,5.0,60.0
6940000000,58319000,1.0,1.0,1.0,63,13.0,119.0
10600000000,96363000,1.0,1.0,1.0,17,9.0,110.0
3500000000,57377000,0.0,1.0,1.0,93,2.0,61.0
12000000000,109090000,1.0,1.0,1.0,17,16.0,110.0
26300000000,168589000,1.0,1.0,1.0,47,2.0,156.0
13000000000,130000000,1.0,1.0,1.0,19,1.0,100.0
35500000000,215151000,1.0,1.0,1.0,114,9.0,165.0
11800000000,131111000,1.0,1.0,1.0,19,3.0,90.0
1550000000,28181000,1.0,1.0,1.0,3,2.0,55.0
4500000000,56250000,1.0,1.0,1.0,40,2.0,80.0
23000000000,158620000,1.0,1.0,1.0,211,3.0,145.0
2920000000,55094000,0.0,0.0,1.0,108,2.0,53.0
11700000000,164788000,1.0,1.0,1.0,19,4.0,71.0
77900000000,938554000,1.0,1.0,0.0,44,5.0,85.0
5600000,160000,1.0,0.0,1.0,20,1.0,35.0
15500000000,124000000,1.0,1.0,1.0,1,3.0,125.0
8800000000,76521000,1.0,1.0,0.0,137,5.0,115.0
4200000000,66666000,0.0,0.0,0.0,24,4.0,63.0
12000000000,125000000,1.0,1.0,1.0,163,3.0,96.0
27500000000,259433000,1.0,1.0,1.0,78,6.0,106.0
3500000000,60344000,0.0,0.0,1.0,30,3.0,58.0
2250000000,40909000,0.0,1.0,1.0,50,2.0,54.0
8200000000,126153000,1.0,1.0,1.0,20,2.0,65.0
24500000000,191406000,1.0,1.0,1.0,78,5.0,128.0
40000000000,216216000,1.0,1.0,1.0,36,5.0,185.0
3200000000,74418000,0.0,0.0,1.0,203,3.0,43.0
7796000000,106794000,1.0,1.0,1.0,172,3.0,73.0
7800000000,86666000,1.0,1.0,1.0,0,4.0,90.0
1690000000,46944000,0.0,0.0,1.0,60,1.0,36.0
6820000000,70309000,0.0,0.0,1.0,21,3.0,97.0
55000000000,247747000,1.0,1.0,1.0,53,2.0,222.0
40000000000,250000000,1.0,1.0,1.0,85,4.0,160.0
17800000000,154782000,1.0,1.0,1.0,97,6.0,115.0
17000000000,125925000,1.0,1.0,1.0,100,1.0,135.0
28100000000,234166000,1.0,1.0,1.0,114,2.0,120.0
31700000000,218620000,1.0,1.0,1.0,130,5.0,145.0
12000000000,120000000,1.0,1.0,1.0,24,4.0,100.0
92000000000,306666000,1.0,1.0,1.0,37,5.0,300.0
6800000000,85000000,1.0,1.0,0.0,147,3.0,80.0
20200000000,192380000,1.0,1.0,1.0,33,4.0,105.0
24000000000,201680000,1.0,1.0,1.0,138,4.0,119.0
2950000000,42142000,1.0,1.0,1.0,4,3.0,70.0
8100000000,60000000,1.0,1.0,0.0,203,1.0,135.0
6200000000,75609000,1.0,1.0,1.0,201,4.0,84.0
2980000000,53214000,0.0,0.0,0.0,93,2.0,56.0
4200000000,82352000,1.0,0.0,0.0,24,1.0,51.0
2510000000,55777000,0.0,0.0,1.0,108,0.0,45.0
18500000000,231250000,1.0,1.0,1.0,33,4.0,80.0
4500000000,71428000,1.0,1.0,1.0,80,3.0,63.0
25000000000,166666000,1.0,1.0,1.0,130,3.0,163.0
7800000000,77227000,1.0,1.0,1.0,137,5.0,101.0
4400000000,59459000,0.0,0.0,0.0,30,4.0,74.0
2880000000,54339000,0.0,0.0,1.0,55,3.0,53.0
1720000000,26060000,1.0,1.0,1.0,4,3.0,66.0
3800000000,44705000,1.0,1.0,1.0,105,6.0,85.0
4190000000,73508000,1.0,1.0,0.0,278,1.0,57.0
8500000000,75892000,1.0,1.0,1.0,17,19.0,112.0
3700000000,64912000,1.0,1.0,1.0,218,1.0,57.0
16000000000,133333000,1.0,1.0,1.0,283,1.0,120.0
40000000000,307692000,1.0,1.0,1.0,37,5.0,130.0
20250000000,225000000,1.0,1.0,1.0,36,4.0,90.0
3550000000,44375000,1.0,1.0,1.0,188,7.0,80.0
15500000000,124000000,1.0,1.0,1.0,8,4.0,125.0
28000000000,200000000,1.0,1.0,1.0,31,3.0,140.0
4900000000,89090000,0.0,1.0,1.0,95,0.0,55.0
40500000000,202500000,1.0,1.0,1.0,37,4.0,200.0
13800000000,109523000,1.0,1.0,1.0,1,4.0,126.0
27000000000,216000000,1.0,1.0,1.0,20,6.0,125.0
3470000000,46891000,0.0,0.0,0.0,208,4.0,74.0
10500000000,126506000,1.0,1.0,1.0,20,2.0,83.0
6800000000,87179000,1.0,1.0,1.0,81,1.0,78.0
1950000000,55714000,0.0,0.0,1.0,158,0.0,35.0
2670000000,59333000,0.0,0.0,1.0,108,1.0,45.0
10200000000,120000000,1.0,1.0,1.0,163,1.0,85.0
10500000000,140000000,1.0,1.0,1.0,113,6.0,75.0
18000000000,133333000,1.0,1.0,1.0,1,4.0,135.0
10900000000,94782000,1.0,1.0,1.0,24,1.0,115.0
8500000000,130769000,1.0,1.0,1.0,19,3.0,65.0
4750000000,67857000,0.0,1.0,1.0,173,3.0,70.0
8600000000,126470000,1.0,1.0,1.0,19,3.0,68.0
3300000000,44594000,0.0,0.0,1.0,137,4.0,74.0
55000000000,220000000,1.0,1.0,1.0,46,4.0,250.0
11350000000,151333000,1.0,1.0,1.0,222,1.0,75.0
23500000000,204347000,1.0,1.0,1.0,42,2.0,115.0
13200000000,117857000,1.0,1.0,1.0,76,4.0,112.0
9300000000,93000000,1.0,1.0,1.0,20,9.0,100.0
7500000000,136363000,0.0,1.0,1.0,20,2.0,55.0
11500000000,100000000,1.0,1.0,1.0,8,4.0,115.0
14350000000,147938000,1.0,1.0,1.0,70,3.0,97.0
15500000000,129166000,1.0,1.0,1.0,232,3.0,120.0
14200000000,126785000,1.0,1.0,1.0,20,2.0,112.0
16000000000,177777000,1.0,1.0,1.0,25,5.0,90.0
15750000000,185294000,1.0,1.0,1.0,35,2.0,85.0
4100000000,58571000,0.0,0.0,1.0,26,0.0,70.0
350000000,6363000,1.0,1.0,1.0,11,15.0,55.0
3960000000,33000000,1.0,1.0,1.0,17,16.0,120.0
65000000000,254901000,1.0,1.0,1.0,84,4.0,240.0
11900000000,117821000,1.0,1.0,1.0,1,5.0,101.0
9800000000,108888000,0.0,1.0,1.0,19,0.0,90.0
58000000000,246808000,1.0,1.0,1.0,37,5.0,235.0
7000000000,87500000,1.0,1.0,1.0,80,4.0,80.0
12000000000,176470000,1.0,1.0,1.0,83,9.0,68.0
6500000000,63725000,1.0,1.0,1.0,124,3.0,102.0
9100000000,95789000,1.0,1.0,1.0,109,7.0,95.0
24000000000,177777000,1.0,1.0,1.0,116,3.0,135.0
4450000000,65441000,0.0,0.0,1.0,87,2.0,68.0
1350000000,45000000,1.0,1.0,1.0,219,3.0,30.0
3950000000,58955000,0.0,0.0,1.0,264,4.0,67.0
1500000000,28301000,1.0,1.0,1.0,4,2.0,53.0
36000000000,189473000,1.0,1.0,1.0,36,2.0,190.0
18750000000,125000000,1.0,1.0,1.0,89,2.0,150.0
750000000,7211000,1.0,1.0,1.0,11,13.0,104.0
4050000000,79411000,0.0,0.0,0.0,80,0.0,51.0
5500000000,100000000,1.0,0.0,1.0,9,4.0,55.0
1400000000,22950000,1.0,1.0,1.0,3,3.0,61.0
15000000000,200000000,1.0,1.0,1.0,19,2.0,75.0
24000000000,158940000,1.0,1.0,1.0,134,4.0,151.0
11750000000,123684000,1.0,1.0,1.0,19,1.0,95.0
2900000000,61702000,0.0,0.0,1.0,158,4.0,47.0
30000000000,204081000,1.0,1.0,1.0,42,1.0,147.0
10300000000,206000000,1.0,1.0,0.0,232,2.0,50.0
15000000000,157894000,1.0,1.0,1.0,5,3.0,95.0
14300000000,110000000,0.0,1.0,1.0,188,1.0,130.0
8900000000,141269000,1.0,1.0,1.0,19,5.0,63.0
8200000000,45555000,1.0,1.0,1.0,153,2.0,180.0
16300000000,130400000,1.0,1.0,1.0,163,2.0,125.0
4500000000,66176000,0.0,0.0,0.0,270,3.0,68.0
7050000000,81976000,1.0,0.0,1.0,0,3.0,86.0
13200000000,110000000,1.0,1.0,1.0,188,3.0,130.0
14300000000,136190000,1.0,1.0,1.0,90,2.0,105.0
7300000000,81111000,0.0,1.0,1.0,131,3.0,90.0
44800000000,350000000,1.0,1.0,1.0,78,3.0,128.0
13500000000,139175000,1.0,1.0,0.0,232,3.0,97.0
3550000000,78888000,1.0,0.0,1.0,38,1.0,45.0
139000000000,448387000,1.0,1.0,1.0,78,7.0,310.0
10500000000,134615000,1.0,1.0,1.0,165,1.0,78.0
84000000000,262500000,1.0,1.0,1.0,46,6.0,320.0
19000000000,140740000,1.0,1.0,1.0,250,2.0,135.0
12500000000,103305000,1.0,1.0,1.0,186,0.0,121.0
7650000000,107746000,0.0,0.0,1.0,20,1.0,71.0
250000000000,500000000,1.0,1.0,1.0,78,12.0,500.0
8280000000,125454000,0.0,1.0,1.0,19,1.0,66.0
3380000000,65000000,1.0,0.0,1.0,158,3.0,52.0
34000000000,200000000,1.0,1.0,1.0,31,4.0,170.0
8000000000,74074000,1.0,1.0,1.0,41,10.0,108.0
8200000000,80392000,1.0,1.0,1.0,41,13.0,102.0
3300000000,47142000,0.0,0.0,0.0,236,4.0,70.0
12600000000,120000000,1.0,1.0,1.0,1,3.0,105.0
6150000000,61500000,1.0,1.0,1.0,219,4.0,100.0
7800000000,114705000,0.0,1.0,1.0,97,1.0,68.0
10200000000,120000000,1.0,1.0,1.0,9,4.0,85.0
54000000000,245454000,1.0,1.0,1.0,42,4.0,220.0
145000000000,483333000,1.0,1.0,1.0,178,4.0,300.0
1420000000,29583000,1.0,1.0,1.0,3,2.0,48.0
1400000000,23333000,1.0,1.0,1.0,4,2.0,60.0
14000000000,129629000,1.0,1.0,1.0,38,3.0,108.0
26000000000,126829000,1.0,1.0,1.0,17,19.0,205.0
47000000000,293750000,1.0,1.0,1.0,85,2.0,160.0
4800000000,87272000,0.0,1.0,0.0,147,2.0,55.0
11000000000,146666000,1.0,1.0,1.0,19,5.0,75.0
31000000000,206666000,1.0,1.0,1.0,36,4.0,150.0
